item_id,item_name,product_code
54233,Absolut Vodka 80 Proof 50 ML,100530
54075,Absolut Vodka Soda Pineapple Martini 12oz,100531
273126,Absolute Body Spray Game 135 ML,100532
54236,Absolute Vodka,100533
51951,Absorbent Cotton Woo 25 G,100534
51755,Absorbent Cotton Wool 200 G,100535
42539,Abstract Gift Wrapping Paper 1 Piece,100536
16468,Abu Sana Gold (hazelnut) 250 GM AE,100537
15432,Abu Sana Gold Cappucino 350 G TR,100538
15430,Abu Sana Gold Cappucino750 G TR,100539
15435,Abu Sana Gold Caramel 350 G TR,100540
15429,Abu Sana Gold Carmel 750 G TR,100541
222904,Abu Sana Gold Chocolate Coconut 650 GM,100542
222973,Abu Sana Gold Chocolate Coconut 250 G TR,100543
222907,Abu Sana Gold Chocolate Hazelnut 650 GM,100544
222977,Abu Sana Gold Chocolate Hazelnut 250 G TR,100545
226404,Abu Sana Gold Chocolate Mango 650 G,100546
226407,Abu Sana Gold Chocolate Special 600 G,100547
222910,Abu Sana Gold Chocolate Strawberry 650 GM,100548
222975,Abu Sana Gold Chocolate Strawbry 250 G TR,100549
15442,Abu Sana Gold Coconut 700 G TR,100550
15426,Abu Sana Gold Hazelnut 750 G TR,100551
15175,Abu Sana Gold Mango Chocolate 650 G TR,100552
15428,Abu Sana Gold Mango 750 G TR,100553
15434,Abu Sana Gold Orange 350 G TR,100554
15174,Abu Sana Gold Special Chocolate 600 G TR,100555
15427,Abu Sana Gold Strawberry 750 G TR,100556
406,Abul Khair Ispat,100557
9267,Accent Seasoning Sauce 56 G,100558
213005,Accent Wakes UP Food Vla.enhancer 127 G,100559
274639,Ace 500tab,100560
274642,Ace Drop 30 ML,100561
274640,Ace Syp 60 ML,100562
274643,Ace XR,100563
26257,Aci Aerosol 475 ML,100564
207654,Aci Aerosol Buy 475 ML Get S.hw 170 ML Free,100565
134836,Aci Aerosol Buy 800 ML Get Vtc.500 ML Free,100566
205930,Aci Aerosol 475 Ml+cockroach Spray(combo),100567
115526,Aci Aerosol I.spray(b800 ML G500 ML Vtc.f),100568
208465,Aci Aerosol In.spray(b475 ML Savetk.30 ),100569
26258,Aci Aerosol Insect Spray 800 ML,100570
26256,Aci Aerosol Insect Spray Jumbo | 800 ML,100571
102182,Aci Aerosol 250 ML Mrp 250,100572
134753,Aci All Out Ultra L.vaporizer Refill 45 ML,100573
273246,Aci Amgelic Orchid Breeze 300 ML,100574
273247,Aci Angelic AF Citrus Burst 300 ML,100575
273243,Aci Angelic AF Fruit Punch 300 ML,100576
273244,Aci Angelic AF Misty Wood 300 ML,100577
273245,Aci Angelic AF Sparkling Orange 300 ML,100578
80813,Aci Angelic Fresh Air Freshener 300 ML,100579
